# THALASSA - GRAVITY FIELD FILE
# Contains normalized spherical harmonics coefficients and physical constants.
# Body:                              Earth
# Model:                             GRIM5-S1 (static)
# Max degree:                        99
# Max order:                         95
# GM [km^3/s^2]:                     3.986004414498200E+05
# Ellipsoid semi-major axis [km]:    6.378136460000000E+03
# 1/flattening:                      2.982576500000000E+02
# Angular velocity [rad/s]:          0.729211585530660E-04
# Normalized spherical harmonics coefficients:
#l  m                      Cbar                     Sbar
66 33   2.21141761459170000E-10  1.48950482294050010E-10 
66 34   1.16275706734109999E-10  2.96155407354699990E-10 
66 35   6.10688699686109966E-10  2.52658819368830019E-10 
66 36  -4.69428779632019962E-10  4.86818652738389988E-11 
66 37  -3.52030026932159991E-10 -7.79557291200029993E-11 
66 38   1.96829783204699999E-11  4.69458306371080039E-10 
66 39  -7.22362152090279967E-10  1.10787266972620004E-09 
66 40  -1.16758648776260008E-09 -7.01128105273500004E-10 
66 41   5.90318733100990011E-10  8.25976765829760008E-10 
66 42   2.02371423590439992E-10 -1.45710048080599996E-09 
66 43  -1.39845272914199991E-09 -1.37936663661270008E-10 
66 44   7.05616135602869949E-10 -5.95091201208450004E-10 
66 45   1.00477401465420007E-09 -1.09694544546380006E-09 
66 46   6.45488278451930037E-10 -4.87818574012400051E-10 
66 47   8.91996282149859983E-10  5.23210560133630003E-10 
66 48  -5.07869758577060016E-10  2.31270073663180001E-11 
66 49  -4.39427759224819994E-10  4.72908884899440035E-10 
66 50   6.09600653292360036E-10 -1.01967304538909997E-10 
66 51  -9.94777992652179987E-10 -2.04275318830629997E-10 
66 52  -7.97226607972489992E-10  6.29619378307619974E-10 
66 53  -9.68075599782770040E-10 -1.77798859230450007E-09 
66 54   6.68850561900390003E-10  6.94731983126190024E-10 
66 55  -6.08269457599050042E-10  2.44775230850069999E-10 
66 56   2.96352606970419998E-10  8.30108810945089950E-10 
66 57   4.58693454956159976E-10 -6.62816782018920033E-11 
66 58   1.49111064076269991E-10 -1.82973750624710007E-10 
66 59  -1.66772212410560008E-11 -9.99524272287550018E-11 
66 60  -1.98747501738309992E-10 -6.49525742972869985E-11 
66 61  -1.08645112140080003E-10 -1.79215985066850002E-10 
66 62  -5.80761147510769966E-12  2.07092282484760013E-11 
66 63  -4.92250995828850024E-11 -8.58621226338029994E-11 
66 64   1.67543673000190010E-10  9.57270264390870024E-11 
66 65  -6.72458108177559996E-11  1.85287349689590002E-11 
66 66  -1.89457476966390012E-11 -2.75365317352240006E-11 
67  0   1.06454445827809999E-10  0.00000000000000000E+00 
67  1   4.21364723736750021E-10 -6.97280687325030034E-11 
67  2   5.60181327616220008E-13  1.25766522503779997E-10 
67  3  -2.27713628196410012E-10 -2.97163840164639979E-11 
67  4  -7.09450713443119938E-11 -1.68702318330099998E-10 
67  5   5.76763920355969999E-11 -9.36539229938059978E-11 
67  6  -2.38130622643460018E-10  9.17043315841629973E-12 
67  7  -1.55145668029270001E-10 -3.17260038448860028E-11 
67  8   9.19044883278180034E-11  1.88293150628769994E-10 
67  9   1.43101661061610013E-10  1.42604419342819992E-10 
67 10   1.21275265725310005E-10 -3.07352002439329979E-10 
67 11   3.83283624561269981E-10 -2.03845021002010011E-10 
67 12  -4.05766898500420015E-10  1.61469485024019999E-10 
67 13  -2.71564250155200022E-10  2.44229837533169987E-10 
67 14   6.05619094757330049E-10 -2.46947470423370022E-10 
67 15   6.58433159133770036E-10 -3.61418776062540020E-10 
67 16   8.38513477691719957E-11 -4.44993526021639988E-10 
67 17  -1.36288161642240004E-10 -3.05722558221060020E-11 
67 18   5.52375038944799959E-10  6.20085227397569981E-10 
67 19  -7.89731543011729985E-12  2.20702699122050008E-12 
67 20  -9.87949236035909955E-12  1.15664403606649995E-12 
67 21   1.83689256594790008E-10  6.26538202077940057E-11 
67 22  -1.51781237279480006E-10 -3.58508833019370014E-10 
67 23   1.34734328798500012E-10  9.32206366506720000E-11 
67 24  -1.70371481634230005E-10 -1.24861255171440009E-10 
67 25  -4.85334344455979997E-10 -1.86746554768800004E-10 
67 26   2.92604518722439992E-10  8.26935140923449962E-10 
67 27   3.16779390558420003E-10  6.24637362527479990E-12 
67 28  -1.65115199688389989E-10 -1.10218520885010010E-09 
67 29  -1.43734771227430000E-10 -4.73132055134420006E-10 
67 30   1.67665897513510006E-09  2.36338457070050012E-10 
67 31  -1.42102508305470005E-09  2.56814103040190020E-09 
67 32  -1.52439315327360002E-10  5.15629643017279998E-10 
67 33  -2.19325944182310004E-10 -1.03693848509769999E-10 
67 34  -2.67708115693000003E-10  1.84988864267330004E-10 
67 35  -1.69154284535339993E-10  2.21175138437849992E-10 
67 36   1.18231687785600001E-11 -1.32304353790039993E-11 
67 37  -2.55577779475950000E-11 -5.96784827903580055E-11 
67 38   8.93704181425630001E-10  9.74237710773709949E-11 
67 39  -7.59744919724089953E-11  9.70957800911770038E-11 
67 40   8.77792246013819957E-10  2.04761653726709992E-11 
67 41   2.37786593774410010E-10 -6.30639897186969952E-11 
67 42  -6.30616652093119956E-10 -4.00366777192759995E-10 
67 43  -4.62850141609040012E-10  7.83472407841160001E-10 
67 44  -7.13365202824040012E-10 -3.31026460346379973E-11 
67 45   1.30665578682059987E-10 -4.06471097786790003E-10 
67 46  -7.05851525725209993E-10 -3.28546673273049998E-10 
67 47  -7.92836604377439958E-11 -4.17346499337590025E-10 
67 48  -2.27263813739169988E-10  5.45277026335850029E-11 
67 49  -4.26932219609749973E-11 -3.37693349586479985E-10 
67 50  -1.52631392283709996E-10 -4.20810030466589988E-10 
67 51   6.05769711026029940E-11  4.49489292606179985E-11 
67 52   3.25564500928599985E-10 -3.07825954579000000E-10 
67 53   1.68457066366089992E-09  3.64894155709370002E-10 
67 54  -2.11289832163580009E-09 -2.99062697437740024E-11 
67 55   1.81156447727880005E-10  2.45719630234559989E-09 
67 56  -5.36607792132270045E-10 -3.81452155152680010E-10 
67 57  -4.46808888421139994E-10 -9.44455864682560081E-10 
67 58  -1.44102467280889993E-10 -7.77975133332370049E-10 
67 59   5.93006131644139991E-10  3.58424695272070008E-11 
67 60  -4.31494325948000031E-11 -1.47703232598830008E-10 
67 61   3.80876217740819998E-11 -9.85008401131419930E-12 
67 62   2.91881427002840029E-11 -3.65351339841640015E-11 
67 63  -9.71893354115680079E-12  3.73502583407389968E-11 
67 64  -3.53965043848860016E-11  1.42093515769739993E-10 
67 65  -5.93272494918759965E-11 -5.46698624884400008E-11 
67 66   4.87480215666620031E-13 -1.70327749075389992E-11 
67 67   3.01259314573610002E-12  2.08610539904370010E-11 
68  0   1.02003137999190003E-09  0.00000000000000000E+00 
68  1   5.37979706059330006E-11 -9.58732781090450032E-11 
68  2  -1.03035608275219997E-10 -9.88550469619609997E-11 
68  3  -3.77601030972579985E-11  4.46246247687090023E-11 
68  4  -4.08963991594979976E-11 -6.20510253108129976E-11 
68  5  -1.32016420263229991E-10  1.77613857412960012E-10 
68  6   4.46120248121670004E-11  2.11541250741149989E-10 
68  7   2.45082359608630002E-11 -5.81906198735800005E-11 
68  8   3.49650254198420021E-11  6.85959688498090040E-11 
68  9  -5.65485324142350021E-10 -1.16378293705179996E-10 
68 10   6.18157973716039980E-11 -9.91871664249429993E-11 
68 11  -1.86438711948310011E-10  4.01067616830800004E-10 
68 12   5.18941219137359990E-11 -3.76686498913430013E-10 
68 13   5.84670535681929985E-10 -3.61067201834700001E-10 
68 14  -1.86824485680379995E-10  1.11266448831199998E-10 
68 15   6.22215641379140000E-10 -1.44960816474839995E-10 
68 16   4.79572732857439996E-10  1.85392987650740007E-10 
68 17   1.92350061420520002E-10  2.91274880599629991E-10 
68 18  -4.16632063863429989E-10 -1.78180681664700004E-10 
68 19   1.07095652798730001E-10 -4.42852996854049997E-11 
68 20  -2.05727622303439996E-10  1.02266016608090001E-10 
68 21   6.49196761429359964E-11  4.71372340850579979E-11 
68 22  -1.71468307628210008E-10  6.35383812382900003E-11 
68 23  -2.85288710323079993E-11 -2.75431822671140012E-11 
68 24   9.14965647342829964E-11  1.19182578548559994E-10 
68 25   2.13115012859270011E-11 -1.10642216466019994E-11 
68 26  -4.83060327046490005E-11  1.70813866784249989E-10 
68 27  -1.74034763562130007E-10  2.89420176335239984E-10 
68 28  -2.56362478626059999E-10  3.58410073564840013E-10 
68 29  -7.41933390249059943E-11 -6.06392355845350005E-10 
68 30  -3.07528953954419996E-10  4.02563832780249996E-10 
68 31  -7.03108712780160043E-10  5.00320239369849990E-11 
68 32  -1.03432895412980008E-09 -7.21925172617700005E-10 
68 33   2.27551320193390011E-10 -3.14597901983529976E-10 
68 34   1.28569589637240005E-10 -3.50732122575450020E-10 
68 35   5.89247247878609974E-10  1.56359380134020004E-10 
68 36  -9.26368562255350047E-11  5.85187579980349959E-11 
68 37   1.75358202216659985E-11  3.74437088195659984E-11 
68 38  -4.22702175469779981E-10 -4.36869466442120025E-10 
68 39   4.88775705790299976E-10  1.72739075325040000E-11 
68 40   2.59745325656320011E-10 -7.45475978078940003E-10 
68 41   4.72368616382590028E-10 -7.78741649780610040E-10 
68 42  -2.89135034366380006E-11  1.21722841082789994E-09 
68 43   1.75204641501089998E-09  3.17615223692830014E-10 
68 44  -3.86643024114079977E-11  8.51529712850730025E-10 
68 45   1.70387358444389994E-10 -5.34923492182669977E-11 
68 46  -8.19678637737510010E-10  9.15461660745590037E-11 
68 47   6.47467321580429985E-10  2.31987539350250010E-10 
68 48   3.08226833446710003E-10  6.13587004388269998E-10 
68 49  -8.63775260572780045E-10  1.38768498629920010E-10 
68 50  -5.43831048699559990E-10  3.49657542652979995E-10 
68 51   5.95329559210879989E-10 -3.94044102040699994E-10 
68 52   2.44495839951250018E-10 -3.26300756742909982E-10 
68 53   8.93724976291259981E-10  1.50984959688680008E-09 
68 54  -7.64296661016399985E-10 -9.18498015413310027E-10 
68 55   8.02179069942869952E-10 -2.19811632302090004E-10 
68 56  -1.69613273661150011E-11 -1.07394570095330009E-09 
68 57  -6.42502334171090000E-11  9.42787815224789945E-10 
68 58   1.01060667919989995E-10 -6.36738205747859970E-10 
68 59   7.25556762781470048E-10  4.42231785066749983E-10 
68 60  -2.72317609055019995E-11 -4.60580497384320026E-11 
68 61  -5.39197443435859986E-11  7.68383686653860020E-12 
68 62   7.40665318182760036E-11  1.15498553855649998E-10 
68 63  -4.81716723507079998E-11 -5.24742687465530007E-11 
68 64  -1.11459112483869994E-11 -8.21744454103339929E-12 
68 65   6.57219569230349984E-11 -1.95428885556940009E-11 
68 66   5.38661800411970024E-11  1.03131976513039996E-10 
68 67  -1.87140470089419994E-11  8.91538780139040012E-11 
68 68   2.55062267493259987E-11 -3.91812090654009970E-11 
69  0   1.59136606763270000E-10  0.00000000000000000E+00 
69  1   1.52011908482660007E-10  1.80088034096729995E-10 
69  2   1.94851456179209990E-10  8.27483995244180054E-11 
69  3  -1.08995393801240001E-11  6.99278882665790051E-11 
69  4  -3.94735911391119968E-11  2.48174924547850004E-11 
69  5   1.28057111616479992E-10 -7.75863802780910049E-11 
69  6  -6.32174321075999965E-11 -5.87341329234869969E-11 
69  7  -1.98105707913170003E-10 -3.40547320986379989E-12 
69  8  -8.99967417093849996E-11 -8.57590116217939936E-11 
69  9   1.95462752949689986E-11  9.93351481824400027E-11 
69 10  -6.89733054396259940E-11  3.74794051641810004E-11 
69 11   3.14581742411780020E-10 -1.64280123970579998E-10 
69 12   1.90495485841539989E-10 -1.99873242926379990E-10 
69 13  -3.17521882611989996E-11 -4.06765637752880009E-10 
69 14  -3.22140323885020025E-10 -1.16587937691200004E-10 
69 15   3.74873484194580011E-10 -4.25863345233479976E-10 
69 16   3.57155281815380016E-12 -6.13457427658870000E-10 
69 17  -5.44151269811969981E-11 -5.38198524136700037E-10 
69 18  -1.09891864832060004E-11  8.39995640310849961E-11 
69 19   1.27594986050880001E-10  2.51040716700899995E-11 
69 20  -4.91902282903759987E-11 -1.88710184575960009E-10 
69 21   8.95271981292329972E-11  1.49368986253430013E-10 
69 22  -5.95548058506599972E-11 -6.23552205641469991E-11 
69 23  -1.11720353465549999E-10 -2.05009171284839997E-11 
69 24   2.33658350551299995E-10  1.61522783173570008E-10 
69 25   3.03399947059290001E-11 -2.18017622446050009E-10 
69 26  -3.26259569309610003E-10 -7.37854057003530044E-10 
69 27   4.09351070705130007E-10  1.46594005288259997E-10 
69 28   6.82625721087670034E-10 -4.48439185144220018E-10 
69 29  -6.15983768684399965E-10 -2.93501239041819995E-10 
69 30   6.16173730279529995E-10 -6.80837509642149953E-10 
69 31  -8.01380750234920027E-10  2.90827935431169984E-10 
69 32   2.79343708545380014E-10  4.21858773957689978E-10 
69 33   4.63747923687980020E-10 -7.09613946727529940E-11 
69 34   1.41150935017620009E-10  3.54667907123550012E-10 
69 35  -2.55675005375859983E-10 -1.83554895906760005E-10 
69 36   4.03029883887169993E-10  2.41475012895830004E-10 
69 37  -1.99961080054989988E-10 -1.61278896131409990E-10 
69 38  -5.07991887230850010E-10 -3.00557405041279972E-11 
69 39   2.01511302803430008E-10  4.34916634243000013E-10 
69 40  -1.64285038544709994E-09  3.33019076737200022E-10 
69 41  -1.80093575781040010E-09 -2.83991676076419996E-11 
69 42   5.30666561110440011E-11  8.08151242052170051E-10 
69 43   2.77114143637680004E-10 -6.92747011714000047E-10 
69 44   4.92471570756249999E-10  3.10337995796019992E-10 
69 45  -3.96529628444710022E-10  3.77184977521549998E-10 
69 46  -2.42387270517639976E-10 -2.45889663224839978E-10 
69 47  -3.80507757490199979E-10 -4.02446719921369992E-11 
69 48  -2.24726053660680011E-10 -1.62843474419259988E-10 
69 49   1.57327858192460009E-11  5.46852192520070012E-10 
69 50   1.52539006879549991E-10 -1.62268540450590001E-10 
69 51   1.63752307464509985E-11 -2.11123592986680004E-10 
69 52  -4.96613790716189966E-10  5.71341380120979982E-10 
69 53  -9.20580560007130041E-10 -4.94041313696690037E-10 
69 54   1.82854349977969994E-09 -3.61561860603650010E-11 
69 55  -1.71265563978950003E-10 -2.51652097071850013E-09 
69 56   2.50043529972559995E-10  7.43157856579959953E-10 
69 57   5.53540948518010007E-10 -1.32281839315800006E-09 
69 58  -7.23364958852719972E-10  4.72481844925360035E-10 
69 59   7.45297546776719952E-11 -3.00696653862989991E-10 
69 60  -6.54880996938019969E-11  3.03382504877559984E-10 
69 61  -1.90317677054020004E-11 -1.79164025371999997E-10 
69 62  -3.94260104345580007E-11  7.06980826914290004E-12 
69 63   3.53867094119820016E-12  4.11610312998539969E-11 
69 64  -4.35005867526459984E-12  4.59803751287609980E-11 
69 65   1.37858877862050002E-11  1.61396673461060009E-11 
69 66  -1.12741486568930003E-11 -1.45366896472359995E-11 
69 67  -8.08226801726240000E-12 -5.62638171666450029E-11 
69 68   3.65521326318210008E-11  6.63265019251800035E-11 
69 69  -1.67439564019100000E-11  1.92699988404109986E-11 
70  0   4.26959988085989985E-10  0.00000000000000000E+00 
70  1   3.46546918365029996E-10 -2.97052256818929985E-10 
70  2  -1.38706518852980012E-10  7.02094940454499956E-11 
70  3  -4.14469230075140026E-11 -8.83654794356370076E-12 
70  4   1.12362001948400001E-10  4.77796458917980013E-11 
70  5  -4.28039852750410013E-11 -9.83084273215549966E-11 
70  6   1.25703646687719991E-10  1.25243893291639990E-10 
70  7  -7.36994805398239987E-11 -6.51957736826620018E-12 
70  8   2.43022367021139978E-10  1.01585109771050006E-10 
70  9  -6.10262710959430063E-11  4.13867330634059981E-11 
70 10  -2.17513055602709999E-10 -1.25838992286350013E-10 
70 11  -9.34236605396319959E-11  1.94448344377589996E-10 
70 12  -2.67485530011420020E-10  5.04382634755879999E-10 
70 13   1.73528462223179997E-10 -2.30675955453490006E-10 
70 14   7.47124045710410036E-10  2.68001527008419989E-10 
70 15  -3.53389576832550018E-10  4.89056158711100012E-10 
70 16  -2.94655819524749981E-10  1.05194777540680002E-10 
70 17   2.84653985509669984E-10  3.29477229691800000E-10 
70 18  -1.33315191332890004E-10  7.24588287710009964E-11 
70 19   1.54444504412109990E-10  5.34436806552780023E-11 
70 20   2.23846043326369990E-11 -8.37734189290340052E-11 
70 21   1.47220681070470006E-10  1.25261141151159989E-10 
70 22  -5.14969125005950025E-11  4.41140617500070025E-11 
70 23  -7.32823626950319935E-11 -1.82232766028679988E-10 
70 24  -1.10021794837860006E-10  1.63374454036929995E-10 
70 25   3.34624073147870008E-11 -3.16540410130539974E-11 
70 26  -7.96667702617060043E-11 -4.77484505294560022E-11 
70 27   3.51468427697550029E-11 -2.45006598253860001E-10 
70 28  -2.95682764083399994E-10  3.03324731753460018E-10 
70 29   3.73060547897679977E-11 -2.85678584833290013E-10 
70 30  -4.67104653377210010E-10 -3.10328477753169993E-10 
70 31   8.15546865468029993E-10 -6.19015788599509977E-10 
70 32  -3.03776764733760000E-10 -4.27126881053930010E-10 
70 33  -3.11455714405549979E-10 -4.90072485319029979E-11 
70 34  -1.88992149885910001E-10 -2.21884843235320009E-10 
70 35  -2.24167904186029991E-10 -1.25162127038010013E-10 
70 36   3.55861263853669997E-10 -9.21905964784400016E-11 
70 37  -8.41710715077139956E-11  2.29958630719359995E-10 
70 38   1.71619338265629993E-10  6.27263820613969946E-11 
70 39   4.33187327207269997E-12 -7.42158878517959960E-10 
70 40   1.29388294784429990E-09  7.62809556379740010E-10 
70 41  -6.50271840553850046E-10  3.47946035939059986E-10 
70 42   2.20440221878540006E-10 -7.13228453237779976E-10 
70 43  -7.49769758724539973E-10 -4.77097078277600022E-10 
70 44  -2.57342400701019991E-11 -4.42507920501339997E-10 
70 45  -5.03894880074670037E-10  9.34368942344079913E-10 
70 46  -8.19537410242270020E-11  2.43753948773879979E-10 
70 47  -8.57933109526660011E-10 -4.05983182452640021E-10 
70 48   2.62000811347569981E-10 -4.61953005405159980E-10 
70 49   7.86205195313160050E-10 -3.86792695216790003E-10 
70 50  -8.84981320900199971E-11 -2.82628529260550010E-10 
70 51   2.28989728279520005E-12  4.27967708083309978E-10 
70 52   4.46144448419789979E-10 -4.41921435161239970E-11 
70 53  -4.95171097263060044E-10 -7.23566992941400023E-10 
70 54   5.61461898800509973E-10  6.23173973251739977E-10 
70 55  -8.02152525681720017E-10  1.78901121514049988E-10 
70 56   2.61445263609479986E-10  1.33599400024830007E-09 
70 57   1.10532533174859998E-10 -9.45151501448180099E-10 
70 58  -2.38191060123959992E-10  6.58917671791430013E-10 
70 59  -2.60474287379159979E-10 -8.82535069654300020E-10 
70 60  -1.91248904509620004E-10  5.71218967358799980E-11 
70 61   2.36682200515180009E-10  9.56772347936019964E-11 
70 62  -1.55005186343479992E-10  1.73899626204460002E-11 
70 63   5.21639896658740014E-11  1.95905268596400008E-11 
70 64  -8.59505770246730025E-11 -4.65022152673270026E-11 
70 65   2.99411714075620009E-11  6.70209641878830036E-13 
70 66   3.86231533246279983E-13 -1.48410192024850001E-11 
70 67   1.39720408058639996E-11 -7.37117820186979956E-11 
70 68  -6.77352267342289963E-11  9.83278506296369940E-11 
70 69  -6.60059908926969993E-11 -9.41742839632919999E-11 
70 70  -8.98054607657839985E-11 -1.18847555702989989E-10 
71  0  -8.85393867256919941E-11  0.00000000000000000E+00 
71  1  -3.36887890060329975E-10 -1.21508497931329993E-11 
71  2   9.89327754359669963E-11  5.96445313504860014E-11 
71  3   1.29148770755850000E-10  2.57131326174639991E-11 
71  4   3.01524599635009969E-11  8.70209959306339976E-11 
71  5  -1.17719284992889997E-11  2.61781715225400010E-11 
71  6   1.00605934027969995E-10 -2.81678018066369990E-11 
71  7   2.73132489573939998E-11  3.58044873952500001E-11 
71  8  -1.21242608317189998E-10 -1.73078350461000010E-10 
71  9  -6.70133924910609953E-11 -7.23294067233350048E-11 
71 10  -8.55065577445439965E-11  2.34566597883079996E-10 
71 11  -1.86349500719640002E-10  8.21743574195399970E-11 
71 12   2.84711938469850025E-10 -1.66863286157539989E-10 
71 13   4.75167366333019984E-11 -3.24445874823660013E-10 
71 14  -5.60952900638060040E-10  5.62066003765670018E-11 
71 15  -3.46354203625210017E-10  1.28451351716750002E-10 
71 16   3.41831946403879990E-11  3.65577028447649981E-11 
71 17   5.91513479104190022E-11 -1.17919885744510007E-10 
71 18  -3.71861035088059999E-10 -4.01635068064600006E-10 
71 19   6.24106346474340054E-11  3.27590162684180012E-11 
71 20   1.81508537231119999E-11 -3.15982956350780005E-11 
71 21  -6.31563115481660016E-11 -1.80841543305090006E-11 
71 22   2.01035202085870008E-11  1.95895030259910001E-10 
71 23  -7.26790296639880007E-11 -1.17255543182449997E-10 
71 24   1.65216777753760003E-10  1.80391304067569993E-10 
71 25   2.29267356637280002E-10 -9.96567027738089977E-11 
71 26  -2.08238236533359996E-10 -1.55496599761979988E-11 
71 27  -4.48890115086089994E-10  1.28483694568330006E-10 
71 28   1.86364079877170005E-10 -1.21501595517240008E-10 
71 29   8.95966321928619941E-11  3.38608488752090023E-10 
71 30  -1.08209783801210002E-09 -3.06320554948780019E-10 
71 31   7.65186935392619951E-10 -1.61769643414400005E-09 
71 32   4.15752091249240024E-11 -3.09609476938719985E-10 
71 33   1.93577723941510004E-10 -3.40183902354029979E-11 
71 34   2.27494257497669987E-10 -1.55155417537209988E-10 
71 35   1.27221393220650012E-10 -1.50666795147879989E-10 
71 36  -1.27100337867429993E-10  7.47374651483400010E-11 
71 37   1.94811242400380003E-10  1.24241370181699997E-10 
71 38  -2.83300748696699991E-10 -3.00457925683250023E-10 
71 39   3.04358211082159977E-10 -5.18994490151250004E-10 
71 40   9.48993414315920042E-10 -4.78742210982070042E-10 
71 41   2.89307168037990002E-10 -2.90375772286579998E-11 
71 42  -6.34062095539129963E-10  2.22329174209329994E-10 
71 43   3.65629747782469999E-10  4.44784545857739994E-10 
71 44  -5.59761657136589977E-11 -4.29735186353409977E-10 
71 45  -2.11055633750310006E-11 -1.44456392601600003E-10 
71 46   5.83664068676719949E-10  4.04106480479000025E-10 
71 47   1.26222830520960001E-10  2.36909168734320022E-10 
71 48   2.77953261891159979E-10 -2.65328904298919993E-11 
71 49   9.54850069963240008E-11 -9.70225640354559968E-11 
71 50   2.18745333258570011E-11  4.29654371344279997E-10 
71 51  -7.07191130811609980E-11  1.67599403252049991E-10 
71 52   4.16028478505580000E-10 -2.40104405456429997E-10 
71 53  -2.31823122201050009E-10  4.12506252634599977E-10 
71 54  -8.22641421584489984E-10 -1.08809058420680003E-11 
71 55  -1.40418240740930009E-10  1.72660695105350008E-09 
71 56  -4.19640685203980011E-10 -1.28951866219109994E-10 
71 57  -3.12540649457210016E-10 -1.82184073105770011E-10 
71 58   6.10060502274750008E-10 -5.58204100376169958E-10 
71 59  -4.38816120393859993E-11  4.75412077888140043E-10 
71 60   5.04882686895609974E-11 -7.01995548019609966E-10 
71 61  -1.48410849289609988E-11  4.35248659235609994E-10 
71 62   1.02064848486039994E-10  3.23942253525510011E-11 
71 63  -2.97563984301930013E-11  3.92902209435190018E-11 
71 64  -8.80454843991329983E-12  1.92971036036340006E-11 
71 65  -4.06352110995889982E-13  4.60317003304169974E-12 
71 66  -5.66450026877980021E-12 -7.67292791000579934E-12 
71 67   2.74860249423539977E-13  9.22496568935790092E-13 
71 68  -1.99514705821509985E-11 -1.71503064314629998E-11 
71 69   7.13502594266659981E-12 -2.85062666880939989E-11 
71 70  -6.78104299945779982E-11  7.66425639468459942E-11 
71 71   1.31147234071730001E-10  4.26979521241830010E-10 
72  0  -9.41309665753680017E-10  0.00000000000000000E+00 
72  1   9.76260476299400053E-11  2.62679761703040011E-11 
72  2   1.53223148967280002E-11  9.37624096542780048E-11 
72  3  -2.44295356851710008E-11 -4.34762353010100031E-11 
72  4   9.63074217977080047E-11  3.32932394012070032E-11 
72  5   3.91733477533879969E-11 -1.38148583285919992E-10 
72  6   2.70907003116950000E-11 -1.05687171129970005E-10 
72  7  -5.14219247545010029E-11  3.03384765611480002E-11 
72  8   6.00873044242960047E-11 -1.56523412744160015E-11 
72  9   3.39297402050470005E-10  1.18158028312689996E-10 
72 10  -1.07870889060280000E-10  1.07474739410810001E-11 
72 11   9.25565594152619985E-11 -2.28790879728590005E-10 
72 12  -1.32180401787129996E-10  4.16182018077299995E-10 
72 13  -3.10004214987869990E-10  1.56142136401249995E-10 
72 14   3.77793671448170024E-10 -1.76947896527950011E-10 
72 15  -4.50281788741109981E-10  1.75755789012030012E-10 
72 16  -4.45248668505719997E-10 -5.42952697043220015E-11 
72 17  -2.36171923595770014E-11 -1.00330590524160000E-10 
72 18   1.73700317890330011E-10  1.68766129916539988E-10 
72 19  -2.62717857840789982E-12  2.86731631904140010E-11 
72 20   1.27433110949130007E-10 -8.59678564530130021E-11 
72 21   2.12243530630930003E-12 -2.92373871607649992E-11 
72 22   8.57735750853960008E-11 -1.67296507716850009E-12 
72 23  -6.14888250754479977E-12 -2.48975710663300004E-11 
72 24  -4.37104457828920008E-11 -5.31404424754639978E-11 
72 25  -3.49909616368830007E-11  9.57264620360889999E-12 
72 26   3.36074905974959987E-10 -8.51818325479840023E-11 
72 27  -3.13428713502240012E-11 -6.45867796167660000E-12 
72 28  -3.33956875620970019E-11 -2.71644606464649983E-10 
72 29   1.25720509297480007E-10  4.16231225488149985E-10 
72 30  -2.91900646907939968E-11 -2.92787381219170019E-10 
72 31   5.91389868874629981E-10 -8.73378882311179996E-11 
72 32   6.38463209279460045E-10  4.05250562514150005E-10 
72 33  -1.01234839300890002E-10  1.22080290124009993E-10 
72 34  -2.13292546115800003E-11  2.29500619396849991E-10 
72 35  -3.34561147793639992E-10  4.19772699842279963E-12 
72 36   1.36868137736870008E-10  3.59074994415670014E-11 
72 37   6.27573107185349980E-11 -1.74755253323649994E-10 
72 38   1.51291137738519988E-10  2.95978256586320013E-10 
72 39  -6.58766983323489981E-10  7.57067492039760015E-10 
72 40  -1.33300724404229997E-09 -2.95197549592869994E-10 
72 41   1.60001388355109997E-10  4.33977956222730018E-11 
72 42   4.09407638399819990E-11  1.52755701002670001E-10 
72 43   2.74742407803999987E-10 -2.49185143354519984E-10 
72 44  -2.03538242926989992E-10 -4.81939953130909989E-11 
72 45   5.37173956664930028E-11 -3.19493947199200017E-10 
72 46   6.01088640377109966E-10 -1.52758807249489991E-10 
72 47  -9.58229289121849966E-11  1.90119495693519998E-10 
72 48  -3.89519565639050005E-10 -1.19191349124190003E-10 
72 49   1.74642470527920007E-11  2.17636883637669994E-10 
72 50   4.08662103976520000E-10 -6.97928960356449996E-11 
72 51  -3.31748288742169980E-10  1.07538139309560004E-10 
72 52  -5.67602180861570002E-10 -2.32280845561550004E-11 
72 53  -1.14558819174059997E-10  1.00424838735470001E-10 
72 54  -9.46188091531429999E-11 -2.48717753474059985E-10 
72 55   5.37200860997800026E-10 -1.32372952438609989E-10 
72 56  -1.27219089106959997E-10 -9.76100684960999904E-10 
72 57  -3.43645342609000000E-10  1.19367080141759993E-09 
72 58   5.91679083090220008E-10 -7.40091281910280039E-10 
72 59   5.32136373302530017E-10  1.03019576973159995E-09 
72 60   2.99743860561730000E-10 -1.12944623517480003E-10 
72 61  -2.92542630610690009E-10 -4.15742474617370008E-11 
72 62   4.39330971677859980E-10  6.50618154465210001E-11 
72 63  -1.73021619707770007E-10 -4.71999341477779974E-11 
72 64   9.67285157614950021E-11  4.05782006855809968E-11 
72 65  -2.65196298392529985E-11 -2.84128602815150000E-11 
72 66   3.52464861363179991E-12  1.11171198641839997E-11 
72 67   1.02105494396079999E-12 -2.51368163576419984E-12 
72 68   3.58931020764150005E-12 -8.14252092333100080E-12 
72 69   4.07961020027859986E-11  3.20430244575909972E-11 
72 70   2.47153621129300024E-10  2.29374151267209999E-10 
72 71   3.60666636266259982E-10  2.35417776908230000E-10 
72 72  -4.63684976333730023E-10  3.00671975322360004E-10 
73  0  -8.85512973603939976E-11  0.00000000000000000E+00 
