# THALASSA - GRAVITY FIELD FILE
# Contains normalized spherical harmonics coefficients and physical constants.
# Body:                              Earth
# Model:                             GRIM5-S1 (static)
# Max degree:                        99
# Max order:                         95
# GM [km^3/s^2]:                     3.986004414498200E+05
# Ellipsoid semi-major axis [km]:    6.378136460000000E+03
# 1/flattening:                      2.982576500000000E+02
# Angular velocity [rad/s]:          0.729211585530660E-04
# Normalized spherical harmonics coefficients:
#l  m                      Cbar                     Sbar
55  1  -4.27316676290390024E-10  1.41889041693569997E-09 
55  2   4.82352537132200010E-10  3.24401254478589977E-11 
55  3   1.64562049296920008E-10 -4.62810866103129982E-10 
55  4   5.42957873821789991E-10 -4.04810049761000003E-10 
55  5  -6.02832237270749959E-10  9.22656004484749956E-11 
55  6  -1.73588616817679998E-10 -2.09952000949730006E-10 
55  7   9.14359862463789953E-10 -1.98840682925269991E-10 
55  8   6.94640061197830009E-11  8.69420522215300029E-10 
55  9  -8.51040095087819955E-11 -4.26732477205099987E-10 
55 10  -2.57559762704899994E-10  1.34442489609249992E-10 
55 11  -6.92810392101460013E-11 -1.09693439180969992E-09 
55 12   1.68873797683530003E-09  7.62335270075790008E-10 
55 13   1.17888184902570008E-09  5.53880200173069982E-10 
55 14  -1.38534462067069991E-10  5.93645880841449956E-10 
55 15  -8.87890707199849987E-10 -6.72033253111030013E-10 
55 16  -3.18714122151209978E-10  1.79596655016160001E-10 
55 17  -3.68458180291030001E-10  1.83834951010960009E-10 
55 18   1.00193483632030000E-09  1.14613926151100002E-09 
55 19  -2.14382285585420000E-10  3.63383753533659997E-10 
55 20  -7.58561634991959968E-10 -6.94648959792510009E-10 
55 21  -1.19663322258590009E-09 -7.15927246653160013E-10 
55 22   5.67496642124289954E-10  2.93949860032329992E-10 
55 23   8.62775535818129970E-10  8.65244247654929948E-10 
55 24   1.99685218789010004E-10  9.19962718719180009E-10 
55 25  -3.40669806378999999E-09  9.11309367755879978E-11 
55 26  -1.39836333723090010E-09 -2.67277527769790012E-09 
55 27  -1.51322155343359999E-09  2.08077451134950016E-09 
55 28  -1.32156704529059991E-09 -1.23700246108869993E-09 
55 29   2.56401280220780015E-10 -1.04299328166030004E-09 
55 30   2.13792413481249998E-09  1.17635848364189996E-09 
55 31   2.84204873514419978E-10 -1.13402781312920009E-09 
55 32  -8.68504861637509992E-10  9.05362320834949968E-10 
55 33   2.45076002748760014E-10 -5.85245267644760026E-11 
55 34   1.98845688358329982E-09 -3.48529931413999996E-10 
55 35   1.64728166390040006E-09 -4.89742878086609973E-10 
55 36  -9.65192482700619964E-11  2.47976031520609989E-09 
55 37  -1.78184402694459994E-10 -7.60911705997829983E-13 
55 38  -2.53238769993349992E-09  4.50098307066319994E-10 
55 39  -7.14366170193100025E-10 -2.86308813986250012E-09 
55 40   7.48160377640119956E-11 -1.39101402731370004E-09 
55 41   5.27650405511029988E-10 -1.06779977488190002E-10 
55 42   3.19818904916039989E-09 -7.18238050462749952E-10 
55 43  -1.47423253631690008E-09 -6.64315997354879995E-11 
55 44   3.26623784005170001E-09 -1.28279186044199991E-09 
55 45   1.87840425578150006E-09 -6.32070632317530000E-10 
55 46   1.08494545759449995E-09 -6.91795961339810002E-10 
55 47   8.51160506815270044E-10  7.95584089482040054E-11 
55 48  -9.91334424581560029E-10 -1.48790056151170009E-09 
55 49   5.03563903809689983E-10 -6.47701386840920039E-10 
55 50   1.48486964080369996E-09 -1.56297644658539995E-10 
55 51  -8.41282911853689989E-10  2.76946093390349992E-09 
55 52  -3.56168823739170013E-10 -1.95634611422010014E-09 
55 53   1.89771720461550018E-09  6.50354812393799953E-10 
55 54  -1.03022745134199992E-09 -4.36086241686659993E-09 
55 55  -7.26413992475770047E-10 -1.29819060637820010E-09 
56  0  -3.10888729702730021E-09  0.00000000000000000E+00 
56  1  -6.88348059154590031E-10 -2.69528244476390007E-10 
56  2   2.29759799986520010E-10  3.06982690041360011E-10 
56  3   1.00848182032479997E-09  2.73957955754799975E-10 
56  4  -6.25595543100940032E-10 -4.82931516104660038E-10 
56  5   1.03321413142669995E-11  7.69360098362670055E-12 
56  6  -7.66755117640349970E-10 -1.02407883371660004E-09 
56  7   4.19520886963190014E-10 -1.89682007700819998E-10 
56  8  -9.73469417599270039E-10 -3.41883032378089994E-10 
56  9   4.37745752204970022E-10 -2.21259252169770008E-10 
56 10  -1.06016978090730003E-10 -1.15178997146269995E-11 
56 11  -5.16696975955190019E-11  2.14953573560889996E-11 
56 12   4.44213511587599976E-10  1.87871693730869991E-10 
56 13  -7.65307078640210030E-10  7.42175485540099995E-10 
56 14   8.18725010011770006E-11  1.14674404861989998E-09 
56 15   6.40123568149449978E-10 -2.09593154996049995E-10 
56 16   8.24494457531510042E-11 -7.03711368807669962E-10 
56 17  -7.41709135394039985E-10 -1.81656614356829993E-10 
56 18   4.85262402605190013E-10  6.23265110562340016E-10 
56 19   6.72167724444359999E-10  9.61937941720180001E-10 
56 20   2.87755987076569977E-10  2.83310748511049987E-10 
56 21  -9.53695510943509897E-10 -7.55954401242579980E-10 
56 22   3.06545832486770020E-11 -6.29486203366550019E-10 
56 23  -2.69467173900919981E-10 -9.05410605308580023E-10 
56 24   1.46217748688239990E-09  1.17653421880960009E-09 
56 25  -9.41878642017669909E-10  7.52513037072359986E-10 
56 26  -2.05584189654429995E-09 -2.66849251503380014E-09 
56 27   3.03381412538309998E-09  1.66753998083640009E-09 
56 28  -8.95498056438010047E-10  1.83828938429599994E-09 
56 29   2.99344501276940001E-09 -1.05311544305559994E-09 
56 30  -7.07800968299759983E-10  3.71214113172980003E-10 
56 31  -8.80681649228229954E-10  6.92405689614039953E-11 
56 32   2.59134385534549988E-09  1.73585142483209991E-09 
56 33   4.88985557229659999E-10 -2.67642653447250010E-10 
56 34   2.71385254777600020E-10  8.83706672367109977E-11 
56 35  -2.16574391020659989E-10  1.71142038639150001E-09 
56 36   1.82320845924860001E-09  9.85772991202589999E-10 
56 37  -1.93868890773570015E-09  1.82777184274929991E-09 
56 38   3.67250969954760021E-10  2.39483883956769988E-09 
56 39  -2.75290132309339985E-09 -1.03957660805220001E-09 
56 40  -7.83754459833770014E-10  2.83218685990000006E-09 
56 41  -2.02193310393779995E-09 -1.19717562522009999E-09 
56 42  -3.99687358042509959E-09 -1.85318883421140009E-09 
56 43   1.02097473039270009E-09 -2.38575952820739995E-09 
56 44   8.24439351527360048E-10  1.62903315428339999E-09 
56 45   2.02383746752150013E-09 -2.11767541028179985E-09 
56 46   4.05196649467200016E-10 -2.40665240051679980E-09 
56 47   3.54955343953690007E-09  1.89585409188999980E-09 
56 48   1.67014072683430011E-10 -6.62760012125289973E-10 
56 49   1.09236591260200002E-09  2.13163215236920003E-10 
56 50   8.53054188392929976E-11  1.14354914264689994E-09 
56 51   1.80039477117669996E-09  8.36580013335130050E-10 
56 52   6.06846170256340043E-11  5.67642717233920023E-11 
56 53  -3.04874498055890011E-09 -8.15446893750599969E-10 
56 54  -2.58183591803949992E-09 -1.90482016314049990E-09 
56 55  -1.72313922085330003E-09 -1.49904369513520003E-09 
56 56   1.90576591898850002E-10  3.62437602787650003E-10 
57  0  -2.88720255017039983E-10  0.00000000000000000E+00 
57  1   1.25490407930959996E-09  3.45934365056519979E-10 
57  2  -4.34436978835510013E-10 -1.04401762311500003E-10 
57  3  -4.94784649873019975E-10 -6.05331784590159983E-11 
57  4  -2.41439007533760001E-11 -6.46996281383010015E-10 
57  5  -4.00077488300789987E-10 -2.52520774925289990E-10 
57  6  -4.73927278335729997E-10  3.40844168928089989E-10 
57  7  -3.41926112642199977E-10 -2.76309175914880003E-10 
57  8  -8.91397197048440004E-11  9.75426447531080025E-10 
57  9   3.06917902309909991E-10  4.12579994974380008E-10 
57 10   5.69669750554680003E-10 -5.01999381341299991E-10 
57 11  -1.39440094750280010E-10 -6.85910626671290050E-10 
57 12   9.48791563914460101E-10  1.15107505974450008E-09 
57 13   2.25223846279209991E-10  4.83604034690699952E-10 
57 14  -9.25371051273149978E-10 -8.39057110270139967E-10 
57 15   1.37808291451150008E-10 -7.49174102587700024E-11 
57 16  -4.81654039558310050E-10 -8.91240078331100000E-10 
57 17  -5.59484942734329989E-11  3.31419644817509998E-10 
57 18   1.29066598912050003E-10 -2.47768353887159990E-11 
57 19  -1.19730086642860008E-09  1.74096611249769991E-10 
57 20   6.16617175296790042E-10  5.04195117082560013E-13 
57 21  -3.10580761879180012E-11 -3.06039933034289988E-10 
57 22  -8.42112263230739959E-11 -3.18376734731809976E-10 
57 23   7.99878673400930033E-10  1.28414573039729998E-09 
57 24   1.58122296097900010E-09 -4.55744574193719998E-10 
57 25   8.44829836651460051E-10  4.45078482661869981E-10 
57 26  -1.21840536601969994E-09 -2.25310935287629981E-09 
57 27   2.49641998544139990E-09 -3.70767147753999973E-11 
57 28  -8.27857677507789991E-10  2.98420605787239986E-09 
57 29  -1.18149018315630010E-10 -7.73419713545539972E-10 
57 30   1.74405951244130008E-09  8.03780544243450001E-10 
57 31  -4.67708312423949956E-10  7.71981943402589990E-10 
57 32  -8.65146232912499997E-12  2.49349322382840016E-11 
57 33   1.09341868211029994E-10  1.08200298426930002E-09 
57 34  -1.34775814887149997E-09 -1.10559758958799995E-10 
57 35   1.92879709868149985E-09  3.12393489606779978E-10 
57 36  -1.46120624294249998E-09 -1.50560556820059994E-09 
57 37  -9.77244944825230005E-10  1.06357145098709998E-09 
57 38   2.55553916938130020E-09 -9.50919266696050087E-10 
57 39   2.52207566198740000E-09  1.31803667566970001E-09 
57 40   1.72031943976819990E-09  3.01878370479160007E-10 
57 41  -2.02143525905119983E-09  1.08443597370109999E-09 
57 42  -2.79828726585160020E-09  2.07453360101640002E-09 
57 43   2.57347962964460019E-10 -9.83981823959770036E-10 
57 44  -1.39872555996309995E-09 -1.50387733775789998E-09 
57 45  -2.35986825589099989E-09  1.02229485494950001E-09 
57 46  -2.54177367902309996E-09 -4.38916453857209979E-11 
57 47  -2.07379401180250018E-09 -7.03646432922009997E-10 
57 48  -7.79055130218599966E-10  5.60942861261950000E-11 
57 49   3.30430570101660002E-10 -9.39309004749959999E-10 
57 50   1.11427061760579997E-10 -2.30810013737680010E-10 
57 51   1.65805840206290001E-10 -1.02397187188669991E-09 
57 52  -7.72507316789450040E-10 -1.72550087986759990E-09 
57 53   1.01908604790590002E-10  2.50209333150510014E-10 
57 54  -3.93617250516910007E-10  2.54058289380380016E-09 
57 55   1.73558462583140000E-09  1.82693312609939994E-09 
57 56  -2.82464718579089999E-09  1.28558830490710007E-09 
57 57  -1.93567366260459981E-09 -1.00763270309570007E-09 
58  0  -5.35397699047309953E-10  0.00000000000000000E+00 
58  1  -1.46892952371600007E-09  2.58448384133910015E-10 
58  2  -6.40122475413399973E-10  2.63433319266019991E-10 
58  3   3.63247721583200003E-10 -1.41456093357229995E-11 
58  4  -8.27657979950650002E-10 -3.42374432476440008E-10 
58  5  -5.04565060375859975E-10  4.73399210820309984E-10 
58  6  -4.09676009478759980E-10 -1.10941395995460005E-10 
58  7   4.24945643175819994E-10 -1.70602274745319994E-10 
58  8   1.17540337194540003E-10 -5.42535537451950029E-11 
58  9  -1.42559805578940001E-09 -5.10319183296220048E-10 
58 10   3.67318511686800002E-10  2.64622267600839999E-11 
58 11  -2.70986566318559979E-10 -1.45715904395499998E-10 
58 12   3.07421839120149992E-10 -3.44362631889980023E-10 
58 13  -8.33435026877719982E-10  3.82144078866890012E-10 
58 14  -6.99372070510080049E-10 -6.67867212817450031E-10 
58 15   3.76769703334080024E-10  6.06622344261599983E-10 
58 16  -4.92931144992030017E-10 -1.25181445857660007E-09 
58 17  -4.28098650869230012E-10  3.80325155026970012E-10 
58 18  -2.43345623130369977E-10  3.65316284063179989E-10 
58 19   1.05877421360030009E-09 -1.97042708253220004E-10 
58 20  -8.14642607133869983E-10  3.20002538785800009E-10 
58 21  -4.83981949893149998E-10 -1.46368894933629997E-10 
58 22   1.32182890216020004E-10 -2.92911534479190013E-10 
58 23  -9.35250563506989967E-12  1.05121984290949999E-09 
58 24  -2.43186835703429977E-10 -5.14521900532550028E-10 
58 25   8.33308959107740032E-10  4.89636786314659991E-10 
58 26  -8.39654167949980045E-10 -5.09017355635559993E-11 
58 27   1.97704688252829995E-10 -2.51456889234180017E-09 
58 28   2.13559145106159999E-10  7.36420734411530031E-11 
58 29  -5.23711530611460011E-10 -9.76777556058869950E-10 
58 30   1.72343495172370009E-09  1.15733948322020008E-09 
58 31  -1.02573463648510001E-09  1.06683260619230000E-10 
58 32   1.28584703134160001E-10  1.93985748789320008E-11 
58 33   4.96965247616240037E-10  4.91674582358570028E-11 
58 34  -6.30546022156230017E-10 -3.14421157030130003E-10 
58 35   1.27003275563559998E-10 -9.86980962022899939E-10 
58 36  -1.26816407025900000E-09 -5.24931859779849994E-10 
58 37   1.42661525135039997E-09 -1.12366892249090000E-09 
58 38  -3.44835596534920007E-10 -1.15166165089799993E-09 
58 39   3.22686578401770005E-09  5.06905461013700018E-10 
58 40   9.67962407070910017E-11 -3.50101123868630012E-09 
58 41   2.69007198365740016E-11  1.13759886675780005E-09 
58 42   8.39086136859150045E-10 -1.64601569112719995E-09 
58 43  -1.46833609956290010E-09 -1.02039200153210005E-09 
58 44   2.85942126831109975E-10 -8.86254523993970025E-10 
58 45  -3.18628147935970002E-09  1.71946726823549998E-09 
58 46  -3.98339378716209985E-11  1.03455949075990001E-09 
58 47  -2.13906701366640016E-09 -1.42816105119880007E-09 
58 48   1.23977736828820008E-09  2.36164654885079999E-10 
58 49  -7.94111572968520047E-10 -1.07117912362940006E-10 
58 50  -1.14648836665539995E-10  1.39033024038979990E-09 
58 51  -6.91783516450949972E-11 -4.88357415175430036E-10 
58 52  -3.36762353208329977E-10  1.07674652761309991E-09 
58 53  -1.77543942492679994E-09 -6.82781071609799975E-10 
58 54  -5.29840970029819997E-11 -8.46061518946330042E-11 
58 55   1.33110713608479994E-09  7.84092830632399969E-10 
58 56   3.67243825097999998E-11 -5.46528987313709994E-10 
58 57   2.44540703361439995E-10  2.59435898569569989E-09 
58 58   3.02326347528810022E-10 -7.97693428127540034E-10 
59  0   3.42066314745170016E-10  0.00000000000000000E+00 
59  1   1.06661158050179992E-09 -2.34528624698770022E-10 
59  2   5.98056304627970020E-10 -2.46649164589789992E-10 
59  3  -5.27476861985829965E-10  2.06930868769440007E-10 
59  4  -8.03319661390389987E-11 -3.00201980371379991E-10 
59  5  -3.52782228301630004E-11 -4.00132721946690019E-10 
59  6  -1.58247868156550012E-10  2.01933373469819999E-10 
59  7  -8.31751485418669966E-10 -2.61247850767910009E-11 
59  8  -5.09784684404829959E-10  1.85627077294559994E-10 
59  9   3.10488857171789992E-10  5.26638191959780042E-10 
59 10   3.64917829250939998E-10  8.11743238578950019E-11 
59 11   5.66290356609509988E-11 -2.13624447085890011E-10 
59 12  -7.25381077349340036E-10  9.03580063304160011E-11 
59 13  -3.38436195043089987E-10 -1.24095287082039996E-10 
59 14   2.08008678581170003E-10 -7.31260458950280038E-11 
59 15   3.96161525283120013E-10  4.86092120649790032E-10 
59 16  -2.02959428921169988E-10 -4.50085135262119974E-10 
59 17   5.29174340010840038E-10  2.62308013456210018E-10 
59 18   7.25905093603449978E-10  7.86870706565990036E-10 
59 19   2.24291686163989990E-10  2.25186888075240000E-10 
59 20  -2.17160491861119997E-10 -4.32155541170429981E-10 
59 21   7.05368552409210030E-10  2.93185052279210018E-10 
59 22  -9.35109890914560060E-10 -6.17401466080160020E-10 
59 23   5.66201315105529980E-10  2.55342706273140019E-10 
59 24   4.58475710942619995E-10 -3.58821225576609999E-11 
59 25   1.63096842878680009E-09 -6.64790199247789970E-10 
59 26  -7.17017664493549996E-10  3.16763217518279991E-09 
59 27  -1.16665389053390006E-09 -1.37429843510319994E-09 
59 28   7.66592720906929980E-10  6.52659311237339991E-12 
59 29  -2.90466794144780005E-10  4.83677166837760003E-10 
59 30  -1.51482188388519997E-09 -1.10962746737390000E-09 
59 31  -4.96600728289690001E-10  6.99127935856510005E-10 
59 32   3.55089121239720006E-10 -6.50813524376549977E-10 
59 33  -1.76619941114000007E-10 -2.09934693409259997E-10 
59 34   5.09733081101209964E-10 -9.40757100959419984E-10 
59 35  -8.14602040039919993E-10  4.26130193500160025E-11 
59 36   1.72834109113849991E-09  6.47970988511659975E-11 
59 37  -7.02043673091299990E-10 -8.68692357329960031E-10 
59 38  -1.42648937405489994E-09  1.08674690078029999E-09 
59 39  -1.76027569662310000E-09  1.05682140341250002E-09 
59 40  -4.11786533174410003E-09  1.45043534851809991E-09 
59 41   2.71391597385420020E-09 -6.32954540660869985E-10 
59 42   1.39243309369080010E-09 -2.77006487096420001E-09 
59 43  -1.89357633659759999E-09  6.69619404684640024E-10 
59 44   9.20636164634209995E-10  3.23583022777340016E-10 
59 45   1.68251971696219997E-09 -2.27838971565480008E-11 
59 46   3.55133575238999998E-09  9.03760495388580006E-10 
59 47   8.59125717520939984E-10  8.17509220082280009E-10 
59 48   1.91268296004160016E-09  1.11586381550649990E-09 
59 49   8.60600037352410059E-11  4.13550777138469995E-10 
59 50   1.28322744553020009E-10 -2.24597657281110006E-10 
59 51  -2.53748127721540020E-10 -1.32481588613949997E-09 
59 52  -5.73361768963359988E-10 -2.00073140450839998E-10 
59 53   1.02303504945910007E-09 -9.26180309569179973E-10 
59 54  -9.16376969788739973E-10  4.69997050584270052E-10 
59 55  -1.97268823840659992E-10  9.75118592391530075E-10 
59 56   1.90092136073129998E-09 -6.17313785440369961E-11 
59 57   4.13907676673589983E-09 -1.12214896083620000E-09 
59 58   1.11041706246180005E-09 -1.73288209020949995E-09 
59 59   1.19601997912409999E-09  1.72817769468840002E-10 
60  0   1.13830026801310002E-09  0.00000000000000000E+00 
60  1   3.81421574757439985E-10 -1.90779144896879998E-11 
60  2  -5.95776951962230036E-10  8.62998064893380019E-10 
60  3   1.58731818770799989E-10 -9.06883206050160028E-11 
60  4  -1.69685443917339988E-10 -2.05416626660129992E-10 
60  5  -2.75732004064780011E-10 -1.08575900929610000E-10 
60  6   5.02635628640399978E-11  5.06804835533810000E-11 
60  7  -1.76187510045630008E-10 -7.92244075701739960E-13 
60  8   8.12379361797140026E-10  4.48413950457729980E-10 
60  9  -6.99530844822249953E-10  2.79187325440229989E-11 
60 10  -7.03195411072340027E-10 -2.70193373761909989E-10 
60 11  -1.04482819487790000E-10  2.14550841863780006E-10 
60 12   3.86070198127070015E-12 -1.22139681780429987E-10 
60 13   5.23959844445320030E-10  1.16325705620569994E-10 
60 14   2.92597653660769979E-10 -6.68083959547379997E-10 
60 15  -6.91085354808180049E-10  1.72215700684069992E-10 
60 16  -1.32371622415459990E-10  1.60007662714799990E-10 
60 17   6.38962231959040063E-11  2.69048920315610001E-10 
60 18  -1.19207767596749998E-09  1.44584925071530004E-10 
60 19   1.16936711199550004E-09 -1.69236316734150008E-10 
60 20  -2.94567175832560002E-10  4.36448651592650009E-11 
60 21   4.10615069993490021E-10  1.43316712846189990E-10 
60 22  -2.03961612339739995E-10  4.52128103659109988E-10 
60 23  -3.25895526301810026E-10 -4.67509931241339975E-11 
60 24  -8.90558107828319949E-11  4.24383213151160018E-10 
60 25  -4.02385127157249998E-11 -1.13631957742900005E-10 
60 26   1.74051210716859996E-09  1.15797206162449996E-09 
60 27  -1.96451160696279980E-09  4.36460814283879988E-10 
